label,user_mentions,exc_count,quest_count,ellipsis_count,interjection_count,uppercase_count,rep_letter,tweet_score,positive_word,negative_word,polarity,noun_count,verb_count,intensifier_count,bi,tri,uni,emoji_score,emoji_tweet_flip,hashtag_score
0,0,0,0,0,0,1,4,0.1139,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,2,-0.9158,1,5,0,1,5,0,-1,-1,-1,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,1,3,0.8901,3,0,0,3,0,0,1,1,1,0.3612,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0.4767,1,0,0,1,0,0,0.9534,1,0.4767,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,2,0.7783,2,1,0,2,1,0,0.6938,0.5407,0.6892,0.4215,0,-0.1531
0,1,0,0,1,0,0,1,0.4215,1,0,0,1,0,0,0.843,1,0.4215,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,4,0.743,2,0,0,2,0,0,1,1,0.9671,0,1,0
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
